Time	Unique Portal ID
2017-09-26 21:41:26 PDT	1
2017-09-26 22:25:30 PDT	2
2017-09-27 05:56:15 PDT	3
2017-09-27 05:56:16 PDT	4
2017-09-27 06:07:16 PDT	5
2017-09-27 16:13:08 PDT	6
2017-09-27 16:30:08 PDT	7
2017-09-27 16:42:11 PDT	8
2017-09-27 16:43:09 PDT	9
2017-09-27 21:02:07 PDT	10
2017-09-28 01:59:35 PDT	11
2017-09-28 02:10:37 PDT	12
2017-09-28 08:20:14 PDT	13
2017-09-28 16:14:55 PDT	14
2017-09-28 16:25:58 PDT	15
2017-09-28 16:43:02 PDT	16
2017-09-28 16:46:58 PDT	17
2017-09-28 20:51:25 PDT	18
2017-09-29 18:33:06 PDT	19
2017-09-30 19:00:33 PDT	20
2017-09-30 19:11:33 PDT	21
2017-09-30 19:28:36 PDT	22
2017-09-30 23:15:59 PDT	23
2017-09-30 23:33:01 PDT	24
2017-10-01 08:45:54 PDT	25
2017-10-01 08:46:17 PDT	26
2017-10-01 08:46:22 PDT	27
2017-10-01 17:45:49 PDT	28
2017-10-01 18:10:53 PDT	29
2017-10-01 18:14:51 PDT	30
2017-10-03 08:25:06 PDT	31
2017-10-03 08:29:04 PDT	32
2017-10-03 08:38:09 PDT	33
2017-10-03 09:44:14 PDT	34
2017-10-03 22:02:49 PDT	35
2017-10-03 22:30:49 PDT	36
2017-10-04 02:40:13 PDT	37
2017-10-04 03:55:24 PDT	38
2017-10-04 17:00:41 PDT	39
2017-10-04 18:15:40 PDT	40
2017-10-04 20:26:07 PDT	41
2017-10-04 21:06:09 PDT	42
2017-10-04 23:02:20 PDT	43
2017-10-05 01:11:35 PDT	44
2017-10-05 01:34:35 PDT	45
2017-10-05 01:58:38 PDT	46
2017-10-05 02:04:40 PDT	47
2017-10-05 04:37:55 PDT	48
2017-10-05 05:35:00 PDT	49
2017-10-05 06:05:02 PDT	50
2017-10-05 06:08:02 PDT	51
2017-10-05 06:15:03 PDT	52
2017-10-05 06:39:06 PDT	53
2017-10-05 06:56:07 PDT	54
2017-10-05 07:03:09 PDT	55
2017-10-05 07:09:10 PDT	56
2017-10-05 07:10:08 PDT	57
2017-10-05 07:12:13 PDT	58
2017-10-05 07:24:09 PDT	59
2017-10-05 07:32:10 PDT	60
2017-10-05 07:42:17 PDT	61
2017-10-05 08:17:15 PDT	62
2017-10-05 08:52:21 PDT	63
2017-10-05 09:09:21 PDT	64
2017-10-05 10:55:31 PDT	65
2017-10-05 14:01:26 PDT	66
2017-10-05 16:12:39 PDT	67
2017-10-05 16:13:37 PDT	68
2017-10-05 16:46:04 PDT	69
2017-10-05 16:50:06 PDT	70
2017-10-05 17:01:04 PDT	71
2017-10-05 17:50:11 PDT	72
2017-10-05 20:18:24 PDT	73
2017-10-05 21:44:38 PDT	74
2017-10-05 23:14:45 PDT	75
2017-10-05 23:17:43 PDT	76
2017-10-05 23:48:47 PDT	77
2017-10-06 01:39:56 PDT	78
2017-10-06 03:15:08 PDT	79
2017-10-06 03:47:13 PDT	80
2017-10-06 03:50:10 PDT	81
2017-10-06 04:47:17 PDT	82
2017-10-06 04:51:15 PDT	83
2017-10-06 04:53:17 PDT	84
2017-10-06 05:46:21 PDT	85
2017-10-06 06:21:28 PDT	86
2017-10-06 09:46:47 PDT	87
2017-10-06 10:57:52 PDT	88
2017-10-06 11:33:56 PDT	89
2017-10-06 12:49:04 PDT	90
2017-10-06 15:17:19 PDT	91
2017-10-06 18:07:39 PDT	92
2017-10-06 19:13:43 PDT	93
2017-10-06 19:21:42 PDT	94
2017-10-06 19:36:44 PDT	95
2017-10-06 23:25:11 PDT	96
2017-10-07 06:26:50 PDT	97
2017-10-07 08:47:03 PDT	98
2017-10-07 10:10:17 PDT	99
2017-10-07 17:26:56 PDT	100
2017-10-07 20:11:13 PDT	101
2017-10-07 22:21:27 PDT	102
2017-10-08 00:34:39 PDT	103
2017-10-08 00:58:40 PDT	104
2017-10-08 01:44:45 PDT	105
2017-10-08 03:42:56 PDT	106
2017-10-08 06:23:12 PDT	107
2017-10-08 07:35:20 PDT	108
2017-10-08 08:11:23 PDT	109
2017-10-08 10:05:38 PDT	110
2017-10-08 10:28:39 PDT	111
2017-10-08 17:17:22 PDT	112
2017-10-08 18:28:26 PDT	113
2017-10-09 01:20:07 PDT	114
2017-10-09 07:13:41 PDT	115
2017-10-09 16:14:35 PDT	116
2017-10-09 18:02:46 PDT	117
2017-10-09 19:00:52 PDT	118
2017-10-09 19:01:52 PDT	119
2017-10-09 22:31:12 PDT	120
2017-10-10 03:46:45 PDT	121
2017-10-12 01:36:19 PDT	122
2017-10-12 02:43:26 PDT	123
2017-10-14 13:17:16 PDT	124
2017-10-17 03:16:28 PDT	125
2017-10-23 18:26:21 PDT	126
2017-10-23 19:17:26 PDT	127
2017-10-23 23:08:50 PDT	128
2017-10-23 23:10:50 PDT	129
2017-10-27 07:30:51 PDT	130
2017-11-04 02:55:52 PDT	131
2017-11-05 07:58:53 PST	132
2017-11-06 07:08:12 PST	133
2017-11-07 18:54:19 PST	134
2017-11-08 22:00:01 PST	135
2017-11-09 07:48:01 PST	136
2017-11-10 00:49:41 PST	137
2017-11-18 02:30:01 PST	138
2017-11-18 02:43:02 PST	139
2017-11-18 05:03:16 PST	140
2017-11-18 05:52:21 PST	141
2017-11-18 06:04:24 PST	142
2017-11-18 09:44:45 PST	143
2017-11-18 15:16:18 PST	144
2017-11-20 20:20:36 PST	145
2017-11-21 06:35:37 PST	146
2017-11-21 19:55:57 PST	147
2017-11-21 23:57:21 PST	148
2017-11-22 00:26:24 PST	149
2017-11-22 00:35:25 PST	150
2017-11-22 02:00:33 PST	151
2017-11-22 16:38:01 PST	152
2017-11-23 00:39:50 PST	153
2017-11-23 17:34:30 PST	154
2017-12-13 17:48:09 PST	155
2017-12-17 04:35:00 PST	156
2017-12-17 07:58:26 PST	157
2017-12-18 07:21:46 PST	158
2017-12-18 23:00:26 PST	159
2017-12-21 01:26:51 PST	160
2017-12-21 04:11:07 PST	161
2017-12-21 06:25:21 PST	162
2017-12-21 07:17:25 PST	163
2017-12-21 11:19:50 PST	164
2017-12-22 19:15:01 PST	165
2017-12-22 23:54:29 PST	166
2017-12-25 06:43:57 PST	167
2018-06-20 05:53:14 PDT	168
2018-06-20 09:49:39 PDT	169
2018-06-21 10:05:02 PDT	170
2018-06-21 19:43:57 PDT	171
2018-06-21 19:45:21 PDT	172
2018-06-22 03:51:50 PDT	173
2018-06-22 04:23:50 PDT	174
2018-06-23 04:47:18 PDT	175
2018-06-23 22:00:01 PDT	176
2018-06-25 00:45:38 PDT	177
2018-06-26 11:41:54 PDT	178
2018-06-28 18:38:38 PDT	179
2018-06-29 18:48:47 PDT	180
2018-06-30 19:45:13 PDT	181
2018-07-05 16:06:51 PDT	182
2018-07-11 17:44:20 PDT	183
2018-07-16 05:05:05 PDT	184
2018-07-16 20:58:42 PDT	185
2018-09-19 03:25:51 PDT	186
2018-09-28 09:39:59 PDT	187
