Time	Value
2016-07-13 03:42:15 PDT	1.0
2016-07-15 01:00:18 PDT	1.0
2016-07-15 01:00:35 PDT	1.0
2016-07-15 01:00:40 PDT	1.0
2016-07-15 02:41:11 PDT	1.0
2016-07-15 02:41:38 PDT	1.0
2016-07-15 02:41:46 PDT	1.0
2016-07-15 02:41:56 PDT	1.0
2016-07-15 02:42:01 PDT	1.0
2016-07-15 02:42:07 PDT	1.0
2016-07-15 02:42:10 PDT	1.0
2016-07-15 02:42:12 PDT	1.0
2016-07-15 02:42:46 PDT	1.0
2016-07-15 02:42:48 PDT	1.0
2016-07-15 02:42:52 PDT	1.0
2016-07-15 02:43:03 PDT	1.0
2016-07-15 02:43:06 PDT	1.0
2016-07-15 02:43:10 PDT	1.0
2016-07-15 02:43:13 PDT	1.0
2016-07-15 02:43:15 PDT	1.0
2016-07-15 02:46:05 PDT	1.0
2016-07-15 02:49:47 PDT	1.0
2016-07-15 02:49:49 PDT	1.0
2016-07-15 02:49:52 PDT	1.0
2016-07-15 02:49:55 PDT	1.0
2016-07-15 02:49:57 PDT	1.0
2016-07-15 02:49:59 PDT	1.0
2016-07-15 02:50:02 PDT	1.0
2016-07-15 02:50:05 PDT	1.0
2016-07-15 02:50:22 PDT	1.0
2016-07-15 02:50:24 PDT	1.0
2016-07-15 02:50:28 PDT	1.0
2016-07-15 02:50:30 PDT	1.0
2016-07-15 02:50:34 PDT	1.0
2016-07-15 02:50:36 PDT	1.0
2016-07-15 02:50:38 PDT	1.0
2016-07-15 02:50:40 PDT	1.0
2016-07-16 06:19:35 PDT	1.0
2016-07-17 00:54:51 PDT	1.0
2016-07-17 00:54:58 PDT	1.0
2016-07-17 00:55:04 PDT	1.0
2016-07-17 00:55:19 PDT	1.0
2016-07-17 00:55:36 PDT	1.0
2016-07-17 00:55:53 PDT	1.0
2016-07-17 00:55:57 PDT	1.0
2016-07-17 00:55:59 PDT	1.0
2016-07-17 01:15:43 PDT	1.0
2016-07-17 01:15:47 PDT	1.0
2016-07-17 01:15:49 PDT	1.0
2016-07-17 01:15:52 PDT	1.0
2016-07-17 01:15:53 PDT	1.0
2016-07-17 01:15:55 PDT	1.0
2016-07-17 01:15:57 PDT	1.0
2016-07-17 01:16:00 PDT	1.0
2016-07-17 01:16:39 PDT	1.0
2016-07-17 01:16:42 PDT	1.0
2016-07-17 01:16:46 PDT	1.0
2016-07-17 01:16:48 PDT	1.0
2016-07-17 01:16:50 PDT	1.0
2016-07-17 01:16:52 PDT	1.0
2016-07-17 01:16:54 PDT	1.0
2016-07-17 01:16:56 PDT	1.0
2016-07-17 01:31:45 PDT	1.0
2016-07-17 01:31:48 PDT	1.0
2016-07-17 01:31:51 PDT	1.0
2016-07-17 01:31:55 PDT	1.0
2016-07-17 01:31:57 PDT	1.0
2016-07-17 01:32:01 PDT	1.0
2016-07-17 01:32:05 PDT	1.0
2016-07-17 01:39:22 PDT	1.0
2016-07-17 01:39:32 PDT	1.0
2016-07-17 01:39:38 PDT	1.0
2016-07-17 01:39:42 PDT	1.0
2016-07-17 01:45:53 PDT	1.0
2016-07-17 01:45:57 PDT	1.0
2016-07-17 01:46:00 PDT	1.0
2016-07-17 01:46:03 PDT	1.0
2016-07-17 01:46:15 PDT	1.0
2016-07-17 01:46:20 PDT	1.0
2016-07-17 01:46:25 PDT	1.0
2016-07-17 01:46:55 PDT	1.0
2016-07-17 01:47:08 PDT	1.0
2016-07-17 01:49:33 PDT	1.0
2016-07-17 01:49:39 PDT	1.0
2016-07-17 01:49:46 PDT	1.0
2016-07-17 01:49:48 PDT	1.0
2016-07-17 01:57:36 PDT	1.0
2016-07-17 02:00:08 PDT	1.0
2016-07-17 02:00:22 PDT	1.0
2016-07-17 02:00:28 PDT	1.0
2016-07-17 02:00:31 PDT	1.0
2016-07-17 02:00:42 PDT	1.0
2016-07-17 02:00:53 PDT	1.0
2016-07-17 02:01:28 PDT	1.0
2016-07-17 02:01:38 PDT	1.0
2016-07-18 00:29:03 PDT	1.0
2016-07-18 01:40:44 PDT	1.0
2016-07-18 01:40:47 PDT	1.0
2016-07-18 01:40:49 PDT	1.0
2016-07-18 01:40:55 PDT	1.0
2016-07-18 01:40:57 PDT	1.0
2016-07-18 01:41:00 PDT	1.0
2016-07-18 01:41:02 PDT	1.0
2016-07-18 01:52:30 PDT	1.0
2016-07-18 01:52:34 PDT	1.0
2016-07-18 01:52:37 PDT	1.0
2016-07-18 02:07:36 PDT	1.0
2016-07-18 02:07:38 PDT	1.0
2016-07-18 02:07:41 PDT	1.0
2016-07-18 02:07:43 PDT	1.0
2016-07-18 02:07:44 PDT	1.0
2016-07-18 02:07:47 PDT	1.0
2016-07-18 02:07:49 PDT	1.0
2016-07-18 02:07:51 PDT	1.0
2016-07-21 01:03:06 PDT	1.0
2016-07-21 01:03:09 PDT	1.0
2016-07-21 01:03:11 PDT	1.0
2016-07-21 01:03:13 PDT	1.0
2016-07-21 01:03:19 PDT	1.0
2016-07-21 01:03:21 PDT	1.0
2016-07-21 01:03:24 PDT	1.0
2016-07-21 01:03:31 PDT	1.0
2016-07-21 01:09:43 PDT	1.0
2016-07-21 01:09:49 PDT	1.0
2016-07-21 01:09:51 PDT	1.0
2016-07-21 01:09:54 PDT	1.0
2016-07-21 01:09:59 PDT	1.0
2016-07-21 01:10:01 PDT	1.0
2016-07-21 01:10:06 PDT	1.0
2016-07-21 01:10:09 PDT	1.0
2016-07-21 01:40:26 PDT	1.0
2016-07-21 01:40:50 PDT	1.0
2016-07-21 01:40:57 PDT	1.0
2016-07-21 01:41:03 PDT	1.0
2016-07-21 01:41:06 PDT	1.0
2016-07-21 01:41:08 PDT	1.0
2016-07-21 01:41:12 PDT	1.0
2016-07-21 01:41:16 PDT	1.0
2016-07-21 04:05:24 PDT	1.0
2016-07-21 04:05:28 PDT	1.0
2016-07-21 04:05:30 PDT	1.0
2016-07-21 04:05:33 PDT	1.0
2016-07-21 04:05:35 PDT	1.0
2016-07-21 04:05:39 PDT	1.0
2016-07-21 04:05:41 PDT	1.0
2016-07-21 04:05:44 PDT	1.0
2016-07-21 04:06:16 PDT	1.0
2016-07-21 04:06:19 PDT	1.0
2016-07-21 04:06:23 PDT	1.0
2016-07-21 04:06:27 PDT	1.0
2016-07-21 04:06:31 PDT	1.0
2016-07-21 04:06:33 PDT	1.0
2016-07-21 04:06:37 PDT	1.0
2016-07-21 04:06:45 PDT	1.0
2016-07-21 21:56:09 PDT	1.0
2016-07-22 04:11:34 PDT	1.0
2016-07-22 04:11:39 PDT	1.0
2016-07-22 04:11:43 PDT	1.0
2016-07-22 04:11:47 PDT	1.0
2016-07-22 04:11:50 PDT	1.0
2016-07-22 04:11:57 PDT	1.0
2016-07-22 04:12:01 PDT	1.0
2016-07-22 04:12:07 PDT	1.0
2016-07-22 04:18:35 PDT	1.0
2016-07-22 04:19:27 PDT	1.0
2016-07-22 04:19:55 PDT	1.0
2016-07-22 04:20:00 PDT	1.0
2016-07-22 04:20:05 PDT	1.0
2016-07-22 04:29:28 PDT	1.0
2016-07-22 04:46:50 PDT	1.0
2016-07-22 04:46:57 PDT	1.0
2016-07-23 17:30:48 PDT	1.0
2016-07-23 17:30:51 PDT	1.0
2016-07-23 17:30:52 PDT	1.0
2016-07-23 17:30:53 PDT	1.0
2016-07-23 17:30:55 PDT	1.0
2016-07-23 17:30:56 PDT	1.0
2016-07-23 17:31:41 PDT	1.0
2016-07-23 19:03:44 PDT	1.0
2016-07-23 19:03:49 PDT	1.0
2016-07-23 19:03:51 PDT	1.0
2016-07-23 19:04:09 PDT	1.0
2016-07-23 19:04:11 PDT	1.0
2016-07-23 19:04:18 PDT	1.0
2016-07-23 20:22:12 PDT	1.0
2016-07-23 20:34:02 PDT	1.0
2016-07-23 20:34:04 PDT	1.0
2016-07-23 20:34:06 PDT	1.0
2016-07-23 20:34:08 PDT	1.0
2016-07-23 20:34:10 PDT	1.0
2016-07-23 20:35:00 PDT	1.0
2016-07-23 20:35:02 PDT	1.0
2016-07-23 20:35:06 PDT	1.0
2016-07-23 20:35:07 PDT	1.0
2016-07-23 20:35:10 PDT	1.0
2016-07-24 01:41:13 PDT	1.0
2016-07-24 01:41:16 PDT	1.0
2016-07-24 01:41:19 PDT	1.0
2016-07-24 02:29:20 PDT	1.0
2016-07-24 02:29:27 PDT	1.0
2016-07-24 02:29:33 PDT	1.0
2016-07-24 02:29:42 PDT	1.0
2016-07-24 02:30:17 PDT	1.0
2016-07-24 02:30:24 PDT	1.0
2016-07-24 02:30:30 PDT	1.0
2016-07-24 02:30:38 PDT	1.0
2016-07-24 02:32:26 PDT	1.0
2016-07-24 02:32:33 PDT	1.0
2016-07-24 02:32:40 PDT	1.0
2016-07-24 02:32:48 PDT	1.0
2016-07-24 02:34:26 PDT	1.0
2016-07-24 02:34:35 PDT	1.0
2016-07-24 02:34:43 PDT	1.0
2016-07-24 02:34:49 PDT	1.0
