Time	Value
2016-07-12 06:33:15 PDT	0.0
2016-07-12 06:36:02 PDT	0.00503915036097
2016-07-12 06:36:02 PDT	0.00503915036097
2016-07-12 06:36:02 PDT	0.00503915036097
2016-07-13 01:01:27 PDT	0.013285510242
2016-07-13 01:02:37 PDT	0.0358190052211
2016-07-13 01:04:31 PDT	0.0619746148586
2016-07-13 01:07:57 PDT	0.111052587628
2016-07-13 01:12:44 PDT	0.0489064231515
2016-07-13 03:48:28 PDT	0.172590821981
2016-07-13 03:53:29 PDT	0.0223788022995
2016-07-14 04:19:30 PDT	0.00644440297037
2016-07-14 04:21:41 PDT	0.0111505622044
2016-07-14 04:23:19 PDT	0.030429167673
2016-07-14 04:25:27 PDT	0.112259171903
2016-07-14 04:27:34 PDT	0.125078782439
2016-07-14 04:39:20 PDT	0.266970604658
2016-07-14 04:39:52 PDT	0.0136114470661
2016-07-15 00:59:50 PDT	0.0329698808491
2016-07-15 01:01:52 PDT	0.0568957291543
2016-07-15 01:03:18 PDT	0.0513917654753
2016-07-15 01:07:50 PDT	0.206930756569
2016-07-15 02:41:13 PDT	0.0325470939279
2016-07-15 02:42:20 PDT	0.0151059934869
2016-07-15 02:43:24 PDT	0.0162000693381
2016-07-15 02:46:17 PDT	0.035272013396
2016-07-15 02:47:06 PDT	0.0535062402487
2016-07-15 02:48:05 PDT	0.0431113094091
2016-07-15 02:51:06 PDT	0.112987354398
2016-07-15 02:53:48 PDT	0.00733339507133
2016-07-15 02:56:21 PDT	0.0694890171289
2016-07-15 02:58:13 PDT	0.127310201526
2016-07-15 02:58:47 PDT	0.139177024364
2016-07-15 05:01:33 PDT	0.0240635089576
2016-07-15 05:02:16 PDT	0.0525399632752
2016-07-15 05:05:27 PDT	0.0475667566061
2016-07-15 05:09:18 PDT	0.172654464841
2016-07-15 05:11:50 PDT	0.239560827613
2016-07-15 05:13:19 PDT	0.00538551155478
2016-07-15 05:29:50 PDT	0.0632422938943
2016-07-15 21:33:17 PDT	0.00923151243478
2016-07-15 21:33:17 PDT	0.00923151243478
2016-07-15 21:33:18 PDT	0.00923151243478
2016-07-16 02:01:17 PDT	0.0019685565494
2016-07-16 02:02:01 PDT	0.000665589759592
2016-07-16 02:03:01 PDT	0.00644811615348
2016-07-16 02:04:25 PDT	0.00437711458653
2016-07-16 04:03:57 PDT	0.0268073547632
2016-07-16 04:06:54 PDT	0.00645663030446
